frame,total,backpack,car,person
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,1,0,0,1
50,2,0,0,1
51,2,0,0,0
52,2,0,0,0
53,2,0,0,0
54,3,0,0,1
55,3,0,0,0
56,3,0,0,0
57,3,0,0,0
58,3,0,0,0
59,3,0,0,0
60,3,0,0,0
61,3,0,0,0
62,3,0,0,0
63,3,0,0,0
64,3,0,0,0
65,4,0,0,1
66,4,0,0,0
67,4,0,0,0
68,5,0,0,1
69,5,0,0,0
70,5,0,0,0
71,5,0,0,0
72,5,0,0,0
73,5,0,0,0
74,5,0,0,0
75,5,0,0,0
76,5,0,0,0
77,5,0,0,0
78,5,0,0,0
79,5,0,0,0
80,5,0,0,0
81,5,0,0,0
82,5,0,0,0
83,5,0,0,0
84,5,0,0,0
85,5,0,0,0
86,5,0,0,0
87,5,0,0,0
88,5,0,0,0
89,5,0,0,0
90,5,0,0,0
91,5,0,0,0
92,5,0,0,0
93,5,0,0,0
94,5,0,0,0
95,5,0,0,0
96,5,0,0,0
97,5,0,0,0
98,5,0,0,0
99,5,0,0,0
100,5,0,0,0
101,5,0,0,0
102,5,0,0,0
103,5,0,0,0
104,5,0,0,0
105,5,0,0,0
106,5,0,0,0
107,5,0,0,0
108,5,0,0,0
109,5,0,0,0
110,5,0,0,0
111,5,0,0,0
112,5,0,0,0
113,5,0,0,0
114,5,0,0,0
115,5,0,0,0
116,5,0,0,0
117,5,0,0,0
118,6,0,0,1
119,7,0,0,1
120,7,0,0,0
121,7,0,0,0
122,7,0,0,0
123,7,0,0,0
124,7,0,0,0
125,7,0,0,0
126,7,0,0,0
127,7,0,0,0
128,7,0,0,0
129,7,0,0,0
130,7,0,0,0
131,7,0,0,0
132,8,0,0,1
133,8,0,0,0
134,8,0,0,0
135,8,0,0,0
136,10,0,0,2
137,11,0,0,1
138,12,0,0,1
139,12,0,0,0
140,12,0,0,0
141,12,0,0,0
142,14,0,0,2
143,14,0,0,0
144,14,0,0,0
145,14,0,0,0
146,14,0,0,0
147,14,0,0,0
148,14,0,0,0
149,14,0,0,0
150,14,0,0,0
151,14,0,0,0
152,14,0,0,0
153,14,0,0,0
154,14,0,0,0
155,14,0,0,0
156,14,0,0,0
157,14,0,0,0
158,14,0,0,0
159,14,0,0,0
160,14,0,0,0
161,14,0,0,0
162,14,0,0,0
163,14,0,0,0
164,15,0,0,1
165,15,0,0,0
166,15,0,0,0
167,15,0,0,0
168,15,0,0,0
169,15,0,0,0
170,15,0,0,0
171,15,0,0,0
172,15,0,0,0
173,15,0,0,0
174,16,0,0,1
175,16,0,0,0
176,16,0,0,0
177,16,0,0,0
178,16,0,0,0
179,16,0,0,0
180,16,0,0,0
181,17,0,0,1
182,17,0,0,0
183,17,0,0,0
184,17,0,0,0
185,17,0,0,0
186,17,0,0,0
187,17,0,0,0
188,17,0,0,0
189,17,0,0,0
190,17,0,0,0
191,17,0,0,0
192,17,0,0,0
193,17,0,0,0
194,17,0,0,0
195,17,0,0,0
196,17,0,0,0
197,17,0,0,0
198,17,0,0,0
199,17,0,0,0
200,17,0,0,0
201,17,0,0,0
202,17,0,0,0
203,17,0,0,0
204,17,0,0,0
205,17,0,0,0
206,17,0,0,0
207,17,0,0,0
208,17,0,0,0
209,17,0,0,0
210,17,0,0,0
211,17,0,0,0
212,17,0,0,0
213,17,0,0,0
214,17,0,0,0
215,17,0,0,0
216,17,0,0,0
217,17,0,0,0
218,17,0,0,0
219,17,0,0,0
220,17,0,0,0
221,17,0,0,0
222,17,0,0,0
223,17,0,0,0
224,17,0,0,0
225,17,0,0,0
226,17,0,0,0
227,17,0,0,0
228,17,0,0,0
229,17,0,0,0
230,17,0,0,0
231,17,0,0,0
232,17,0,0,0
233,17,0,0,0
234,17,0,0,0
235,17,0,0,0
236,17,0,0,0
237,17,0,0,0
238,17,0,0,0
239,17,0,0,0
240,17,0,0,0
241,17,0,0,0
242,17,0,0,0
243,17,0,0,0
244,17,0,0,0
245,17,0,0,0
246,17,0,0,0
247,17,0,0,0
248,17,0,0,0
249,17,0,0,0
250,17,0,0,0
251,17,0,0,0
252,17,0,0,0
253,17,0,0,0
254,17,0,0,0
255,18,0,0,0
256,18,0,0,0
257,18,0,0,0
258,18,0,0,0
259,18,0,0,0
260,18,0,0,0
261,18,0,0,0
262,18,0,0,0
263,18,0,0,0
264,18,0,0,0
265,18,0,0,0
266,18,0,0,0
267,18,0,0,0
268,18,0,0,0
269,18,0,0,0
270,18,0,0,0
271,18,0,0,0
272,18,0,0,0
273,18,0,0,0
274,18,0,0,0
275,18,0,0,0
276,18,0,0,0
277,18,0,0,0
278,18,0,0,0
279,18,0,0,0
280,18,0,0,0
281,18,0,0,0
282,18,0,0,0
283,18,0,0,0
284,18,0,0,0
285,18,0,0,0
286,18,0,0,0
287,18,0,0,0
288,18,0,0,0
289,18,0,0,0
290,18,0,0,0
291,18,0,0,0
292,18,0,0,0
293,18,0,0,0
294,18,0,0,0
295,18,0,0,0
296,18,0,0,0
297,18,0,0,0
298,18,0,0,0
299,18,0,0,0
300,18,0,0,0
301,18,0,0,0
302,18,0,0,0
303,18,0,0,0
304,18,0,0,0
305,18,0,0,0
306,18,0,0,0
307,18,0,0,0
308,18,0,0,0
309,18,0,0,0
310,18,0,0,0
311,18,0,0,0
312,18,0,0,0
313,18,0,0,0
314,18,0,0,0
315,18,0,0,0
316,18,0,0,0
317,18,0,0,0
318,18,0,0,0
319,18,0,0,0
320,18,0,0,0
321,18,0,0,0
322,18,0,0,0
323,18,0,0,0
324,18,0,0,0
325,18,0,0,0
326,18,0,0,0
327,18,0,0,0
328,18,0,0,0
329,18,0,0,0
330,18,0,0,0
331,18,0,0,0
332,18,0,0,0
333,18,0,0,0
334,18,0,0,0
335,18,0,0,0
336,18,0,0,0
337,18,0,0,0
338,18,0,0,0
339,18,0,0,0
340,18,0,0,0
341,18,0,0,0
342,18,0,0,0
343,18,0,0,0
344,18,0,0,0
345,18,0,0,0
346,18,0,0,0
347,18,0,0,0
348,18,0,0,0
349,18,0,0,0
350,18,0,0,0
351,18,0,0,0
352,18,0,0,0
353,18,0,0,0
354,18,0,0,0
355,18,0,0,0
356,18,0,0,0
357,18,0,0,0
358,18,0,0,0
359,18,0,0,0
360,18,0,0,0
361,18,0,0,0
362,18,0,0,0
363,18,0,0,0
364,18,0,0,0
365,18,0,0,0
366,18,0,0,0
367,18,0,0,0
368,18,0,0,0
369,18,0,0,0
370,18,0,0,0
371,18,0,0,0
372,18,0,0,0
373,18,0,0,0
374,18,0,0,0
375,18,0,0,0
376,18,0,0,0
377,18,0,0,0
378,18,0,0,0
379,18,0,0,0
380,18,0,0,0
381,18,0,0,0
382,18,0,0,0
383,18,0,0,0
384,18,0,0,0
385,18,0,0,0
386,18,0,0,0
387,18,0,0,0
388,18,0,0,0
389,18,0,0,0
390,18,0,0,0
391,18,0,0,0
392,18,0,0,0
393,18,0,0,0
394,18,0,0,0
395,18,0,0,0
396,18,0,0,0
397,18,0,0,0
398,18,0,0,0
399,18,0,0,0
400,18,0,0,0
401,18,0,0,0
402,18,0,0,0
403,18,0,0,0
404,18,0,0,0
405,18,0,0,0
406,18,0,0,0
407,18,0,0,0
408,18,0,0,0
409,18,0,0,0
410,18,0,0,0
411,18,0,0,0
412,18,0,0,0
413,18,0,0,0
414,18,0,0,0
415,18,0,0,0
416,18,0,0,0
417,18,0,0,0
418,18,0,0,0
419,18,0,0,0
420,18,0,0,0
421,18,0,0,0
422,18,0,0,0
423,18,0,0,0
424,18,0,0,0
425,18,0,0,0
426,18,0,0,0
427,18,0,0,0
428,18,0,0,0
429,18,0,0,0
430,18,0,0,0
431,18,0,0,0
432,18,0,0,0
433,18,0,0,0
434,18,0,0,0
435,18,0,0,0
436,18,0,0,0
437,18,0,0,0
438,18,0,0,0
439,18,0,0,0
440,18,0,0,0
441,18,0,0,0
442,18,0,0,0
443,18,0,0,0
444,18,0,0,0
445,18,0,0,0
446,18,0,0,0
447,18,0,0,0
448,18,0,0,0
449,18,0,0,0
450,18,0,0,0
451,18,0,0,0
452,18,0,0,0
453,18,0,0,0
454,18,0,0,0
455,18,0,0,0
456,18,0,0,0
457,18,0,0,0
458,18,0,0,0
459,18,0,0,0
460,18,0,0,0
461,18,0,0,0
462,18,0,0,0
463,18,0,0,0
464,18,0,0,0
465,18,0,0,0
466,18,0,0,0
467,18,0,0,0
468,18,0,0,0
469,18,0,0,0
470,18,0,0,0
471,18,0,0,0
472,18,0,0,0
473,18,0,0,0
474,18,0,0,0
475,18,0,0,0
476,18,0,0,0
477,18,0,0,0
478,18,0,0,0
479,18,0,0,0
480,18,0,0,0
481,18,0,0,0
482,18,0,0,0
483,18,0,0,0
484,18,0,0,0
485,18,0,0,0
486,18,0,0,0
487,18,0,0,0
488,18,0,0,0
489,18,0,0,0
490,18,0,0,0
491,18,0,0,0
492,18,0,0,0
493,18,0,0,0
494,18,0,0,0
495,18,0,0,0
496,18,0,0,0
497,18,0,0,0
498,18,0,0,0
499,18,0,0,0
500,18,0,0,0
501,18,0,0,0
502,18,0,0,0
503,18,0,0,0
504,18,0,0,0
505,18,0,0,0
506,18,0,0,0
507,18,0,0,0
508,18,0,0,0
509,18,0,0,0
510,18,0,0,0
511,18,0,0,0
512,18,0,0,0
513,18,0,0,0
514,18,0,0,0
515,18,0,0,0
516,18,0,0,0
517,18,0,0,0
518,18,0,0,0
519,18,0,0,0
520,18,0,0,0
521,18,0,0,0
522,18,0,0,0
523,18,0,0,0
524,18,0,0,0
525,18,0,0,0
526,18,0,0,0
527,18,0,0,0
528,18,0,0,0
529,18,0,0,0
530,18,0,0,0
531,18,0,0,0
532,18,0,0,0
533,18,0,0,0
534,18,0,0,0
535,18,0,0,0
536,18,0,0,0
537,18,0,0,0
538,18,0,0,0
539,18,0,0,0
540,18,0,0,0
541,18,0,0,0
542,18,0,0,0
543,18,0,0,0
544,18,0,0,0
545,18,0,0,0
546,18,0,0,0
547,18,0,0,0
548,18,0,0,0
549,18,0,0,0
550,18,0,0,0
551,18,0,0,0
552,18,0,0,0
553,18,0,0,0
554,18,0,0,0
555,18,0,0,0
556,18,0,0,0
557,18,0,0,0
558,18,0,0,0
559,18,0,0,0
560,18,0,0,0
561,18,0,0,0
562,18,0,0,0
563,18,0,0,0
564,18,0,0,0
565,18,0,0,0
566,18,0,0,0
567,18,0,0,0
568,18,0,0,0
569,18,0,0,0
570,18,0,0,0
571,18,0,0,0
572,18,0,0,0
573,18,0,0,0
574,18,0,0,0
575,18,0,0,0
576,18,0,0,0
577,18,0,0,0
578,18,0,0,0
579,18,0,0,0
580,18,0,0,0
581,18,0,0,0
582,18,0,0,0
583,18,0,0,0
584,18,0,0,0
585,18,0,0,0
586,18,0,0,0
587,18,0,0,0
588,18,0,0,0
589,18,0,0,0
590,18,0,0,0
591,18,0,0,0
592,18,0,0,0
593,18,0,0,0
594,18,0,0,0
595,18,0,0,0
596,18,0,0,0
597,18,0,0,0
598,18,0,0,0
599,19,0,0,0
600,19,0,0,0
601,19,0,0,0
602,20,0,0,0
603,20,0,0,0
604,20,0,0,0
605,20,0,0,0
606,20,0,0,0
607,20,0,0,0
608,20,0,0,0
609,20,0,0,0
610,20,0,0,0
611,20,0,0,0
612,21,0,0,0
613,21,0,0,0
614,21,0,0,0
615,21,0,0,0
616,21,0,0,0
617,21,0,0,0
618,21,0,0,0
619,21,0,0,0
620,21,0,0,0
621,21,0,0,0
622,21,0,0,0
623,21,0,0,0
624,21,0,0,0
625,21,0,0,0
626,21,0,0,0
627,21,0,0,0
628,21,0,0,0
629,21,0,0,0
630,21,0,0,0
631,21,0,0,0
632,21,0,0,0
633,21,0,0,0
634,21,0,0,0
635,21,0,0,0
636,21,0,0,0
637,21,0,0,0
638,21,0,0,0
639,21,0,0,0
640,21,0,0,0
641,21,0,0,0
642,21,0,0,0
643,21,0,0,0
644,21,0,0,0
645,21,0,0,0
646,21,0,0,0
647,21,0,0,0
648,21,0,0,0
649,21,0,0,0
650,21,0,0,0
651,21,0,0,0
652,21,0,0,0
653,21,0,0,0
654,21,0,0,0
655,21,0,0,0
656,21,0,0,0
657,21,0,0,0
658,21,0,0,0
659,21,0,0,0
660,21,0,0,0
661,21,0,0,0
662,21,0,0,0
663,21,0,0,0
664,21,0,0,0
665,21,0,0,0
666,21,0,0,0
667,21,0,0,0
668,21,0,0,0
669,21,0,0,0
670,21,0,0,0
671,21,0,0,0
672,21,0,0,0
673,21,0,0,0
674,21,0,0,0
675,21,0,0,0
676,21,0,0,0
677,21,0,0,0
678,21,0,0,0
679,21,0,0,0
680,21,0,0,0
681,21,0,0,0
682,21,0,0,0
683,21,0,0,0
684,21,0,0,0
685,21,0,0,0
686,21,0,0,0
687,21,0,0,0
688,21,0,0,0
689,21,0,0,0
690,21,0,0,0
691,21,0,0,0
692,21,0,0,0
693,21,0,0,0
694,21,0,0,0
695,21,0,0,0
696,21,0,0,0
697,21,0,0,0
698,21,0,0,0
699,21,0,0,0
700,21,0,0,0
701,21,0,0,0
702,21,0,0,0
703,21,0,0,0
704,21,0,0,0
705,21,0,0,0
706,21,0,0,0
707,21,0,0,0
708,21,0,0,0
709,21,0,0,0
710,21,0,0,0
711,21,0,0,0
712,21,0,0,0
713,21,0,0,0
714,21,0,0,0
715,21,0,0,0
716,21,0,0,0
717,21,0,0,0
718,21,0,0,0
719,21,0,0,0
720,21,0,0,0
721,21,0,0,0
722,21,0,0,0
723,21,0,0,0
724,21,0,0,0
725,21,0,0,0
726,21,0,0,0
727,21,0,0,0
728,21,0,0,0
729,21,0,0,0
730,21,0,0,0
731,21,0,0,0
732,21,0,0,0
733,21,0,0,0
734,21,0,0,0
735,21,0,0,0
736,21,0,0,0
737,21,0,0,0
738,21,0,0,0
739,21,0,0,0
740,21,0,0,0
741,21,0,0,0
742,21,0,0,0
743,21,0,0,0
744,21,0,0,0
745,21,0,0,0
746,21,0,0,0
747,21,0,0,0
748,21,0,0,0
749,21,0,0,0
750,21,0,0,0
751,21,0,0,0
752,21,0,0,0
753,21,0,0,0
754,21,0,0,0
755,21,0,0,0
756,21,0,0,0
757,21,0,0,0
758,21,0,0,0
759,21,0,0,0
760,21,0,0,0
761,21,0,0,0
762,21,0,0,0
763,21,0,0,0
764,21,0,0,0
765,21,0,0,0
766,21,0,0,0
767,21,0,0,0
768,21,0,0,0
769,21,0,0,0
770,21,0,0,0
771,21,0,0,0
772,21,0,0,0
773,21,0,0,0
774,21,0,0,0
775,21,0,0,0
776,21,0,0,0
777,21,0,0,0
778,21,0,0,0
779,21,0,0,0
780,21,0,0,0
781,21,0,0,0
782,21,0,0,0
783,21,0,0,0
784,21,0,0,0
785,21,0,0,0
786,21,0,0,0
787,21,0,0,0
788,21,0,0,0
789,21,0,0,0
790,21,0,0,0
791,21,0,0,0
792,21,0,0,0
793,21,0,0,0
794,21,0,0,0
795,21,0,0,0
796,21,0,0,0
797,21,0,0,0
798,21,0,0,0
799,21,0,0,0
800,21,0,0,0
801,21,0,0,0
802,21,0,0,0
803,21,0,0,0
804,21,0,0,0
805,21,0,0,0
806,21,0,0,0
807,21,0,0,0
808,21,0,0,0
809,21,0,0,0
810,21,0,0,0
811,21,0,0,0
812,21,0,0,0
813,21,0,0,0
814,21,0,0,0
815,21,0,0,0
816,21,0,0,0
817,21,0,0,0
818,21,0,0,0
819,21,0,0,0
820,21,0,0,0
821,21,0,0,0
822,21,0,0,0
823,21,0,0,0
824,21,0,0,0
825,21,0,0,0
826,21,0,0,0
827,21,0,0,0
828,21,0,0,0
829,21,0,0,0
830,21,0,0,0
831,21,0,0,0
832,21,0,0,0
833,21,0,0,0
834,21,0,0,0
835,21,0,0,0
836,21,0,0,0
